Year,Optimal_biomass,Treatment,SLR_100,dzdt mm/yr,Standing Bio g/m2,Fractional Ind Time,Susp Org Input mm cm-2 y-1,Depth rel to MHW,Cquest   g C m-2 y-1,totBGB (kg/m2),MSL (cm NAVD) 10 ,SLR mm/y,marshE cm NAVD,Marsh E rel MSL (cm),pedonD,Inorg mm yr-1,Tot Live BG BIO kg/m2,Org Vol Fraction,top level root vol mm/cm2,Root Mort kg m-2 y-1,Sum Org Vol cm3, Sum Mineral (cm3) ,Cum Change Org Vol mm/cm2,Cum Change Min Vol mm/cm2,delta (mm) Marsh Elevation
1,2000,TLP,122 cm 100 y-1,3.16,1715,0.22,0,32.9,94.34,82,4.7,3.67,48.12,43.42,102.57,2.36,3.4,0.94,1.3454,20.2,96.6,6.01,2.3,0.8,4.3
2,2000,TLP,122 cm 100 y-1,2.9,1716,0.22,0,32.96,94.39,82,5.07,3.84,48.41,43.33,102.86,0.81,3.4,0.94,1.3523,20.2,96.8,6.09,4.4,1.6,4.6
3,2000,TLP,122 cm 100 y-1,2.91,1718,0.22,0,33.06,94.48,82,5.47,4.02,48.7,43.23,103.15,0.82,3.4,0.94,1.3644,20.2,97,6.17,6.5,2.4,4.9
4,2000,TLP,122 cm 100 y-1,2.92,1720,0.22,0,33.18,94.58,83,5.88,4.2,48.99,43.11,103.45,0.83,3.4,0.94,1.3786,20.2,97.2,6.26,8.6,3.3,5.2
5,2000,TLP,122 cm 100 y-1,2.93,1722,0.22,0,33.32,94.69,83,6.31,4.38,49.28,42.98,103.74,0.83,3.4,0.94,1.3948,20.3,97.4,6.34,10.7,4.1,5.5
6,2000,TLP,122 cm 100 y-1,2.95,1724,0.22,0,33.47,94.81,83,6.75,4.56,49.58,42.82,104.03,0.84,3.4,0.94,1.4131,20.3,97.6,6.42,12.8,4.9,5.8
7,2000,TLP,122 cm 100 y-1,2.97,1726,0.22,0,33.64,94.95,83,7.22,4.73,49.87,42.66,104.33,0.85,3.5,0.94,1.4336,20.3,97.8,6.51,15,5.8,6.1
8,2000,TLP,122 cm 100 y-1,2.99,1729,0.22,0,33.83,95.1,83,7.7,4.91,50.17,42.47,104.63,0.86,3.5,0.94,1.4561,20.3,98,6.59,17.1,6.6,6.4
9,2000,TLP,122 cm 100 y-1,22.86,0,0.19,0,29.03,190.2,81,8.2,5.09,57.46,49.26,106.92,50.63,0,0.89,0,40.7,95.3,11.66,-10.7,57.3,13.7
10,2000,TLP,122 cm 100 y-1,-8.45,162,0.18,0,27.26,8.94,80,8.72,5.27,56.62,47.9,106.07,0.56,0.3,0.89,0.0273,1.9,94.4,11.71,-19.7,57.8,12.8
11,2000,TLP,122 cm 100 y-1,-0.68,330,0.19,0,28.64,18.13,80,9.25,5.44,56.55,47.29,106,0.61,0.7,0.89,0.066,3.9,94.2,11.77,-21,58.4,12.8
12,2000,TLP,122 cm 100 y-1,3.27,498,0.19,0,29.26,27.36,80,9.81,5.62,56.87,47.07,106.33,0.64,1,0.89,0.1133,5.9,94.5,11.84,-18.4,59.1,13.1
13,2000,TLP,122 cm 100 y-1,5.32,665,0.19,0,29.5,36.57,81,10.38,5.8,57.41,47.03,106.86,0.65,1.3,0.89,0.1689,7.8,95,11.9,-13.7,59.7,13.6
14,2000,TLP,122 cm 100 y-1,6.43,832,0.19,0,29.56,45.74,81,10.97,5.98,58.05,47.08,107.51,0.65,1.7,0.89,0.2347,9.8,95.5,11.97,-7.9,60.4,14.2
15,2000,TLP,122 cm 100 y-1,7.06,998,0.19,0,29.52,54.87,82,11.57,6.16,58.75,47.18,108.21,0.65,2,0.89,0.3142,11.7,96.2,12.03,-1.5,61.1,15
16,2000,TLP,122 cm 100 y-1,7.47,1163,0.19,0,29.44,63.96,82,12.2,6.33,59.5,47.3,108.96,0.65,2.3,0.89,0.413,13.7,96.9,12.1,5.3,61.7,15.7
17,2000,TLP,122 cm 100 y-1,7.77,1328,0.19,0,29.34,73.03,83,12.84,6.51,60.28,47.44,109.74,0.65,2.7,0.89,0.54,15.6,97.6,12.16,12.4,62.3,16.5
18,2000,TLP,122 cm 100 y-1,8.01,1492,0.19,0,29.22,82.06,84,13.5,6.69,61.08,47.58,110.54,0.64,3,0.89,0.7098,17.6,98.3,12.23,19.8,63,17.3
19,2000,TLP,122 cm 100 y-1,8.23,1656,0.19,0,29.1,91.07,84,14.18,6.87,61.9,47.72,111.36,0.63,3.3,0.89,0.9491,19.5,99.1,12.29,27.4,63.6,18.1
20,2000,TLP,122 cm 100 y-1,3.41,1654,0.19,0,28.97,90.95,84,14.87,7.04,62.24,47.37,111.7,0.63,3.3,0.89,0.9374,19.5,99.3,12.35,30.2,64.2,18.4
21,2000,TLP,122 cm 100 y-1,3.22,1660,0.19,0,29.34,91.29,85,15.59,7.22,62.57,46.98,112.02,0.65,3.3,0.89,0.9719,19.5,99.6,12.42,32.8,64.9,18.8
22,2000,TLP,122 cm 100 y-1,3.07,1666,0.2,0,29.75,91.65,85,16.32,7.4,62.87,46.55,112.33,0.66,3.3,0.89,1.0108,19.6,99.8,12.49,35.2,65.6,19.1
23,2000,TLP,122 cm 100 y-1,3.01,1674,0.2,0,30.19,92.04,85,17.07,7.58,63.17,46.11,112.63,0.68,3.3,0.89,1.0541,19.7,100.1,12.55,37.5,66.2,19.4
24,2000,TLP,122 cm 100 y-1,3,1681,0.2,0,30.66,92.45,85,17.83,7.76,63.47,45.64,112.93,0.7,3.4,0.89,1.101,19.8,100.3,12.62,39.8,66.9,19.7
25,2000,TLP,122 cm 100 y-1,3.02,1689,0.2,0,31.14,92.87,85,18.62,7.93,63.78,45.16,113.23,0.73,3.4,0.89,1.1512,19.9,100.5,12.7,42.1,67.7,20
26,2000,TLP,122 cm 100 y-1,3.04,1696,0.21,0,31.64,93.3,86,19.42,8.11,64.08,44.66,113.54,0.75,3.4,0.89,1.2046,20,100.8,12.77,44.4,68.4,20.3
27,2000,TLP,122 cm 100 y-1,3.08,1704,0.21,0,32.16,93.73,86,20.24,8.29,64.39,44.15,113.84,0.78,3.4,0.89,1.2613,20,101,12.85,46.7,69.2,20.6
28,2000,TLP,122 cm 100 y-1,3.12,1712,0.22,0,32.69,94.17,86,21.08,8.47,64.7,43.62,114.16,0.8,3.4,0.89,1.3214,20.1,101.2,12.93,49,70,20.9
29,2000,TLP,122 cm 100 y-1,3.16,1720,0.22,0,33.23,94.62,86,21.93,8.64,65.01,43.08,114.47,0.83,3.4,0.89,1.3849,20.2,101.5,13.01,51.3,70.8,21.2
30,2000,TLP,122 cm 100 y-1,3.2,1729,0.22,0,33.79,95.07,86,22.81,8.82,65.33,42.53,114.79,0.86,3.5,0.89,1.4521,20.3,101.7,13.1,53.7,71.7,21.5
31,2000,TLP,122 cm 100 y-1,3.24,1737,0.23,0,34.36,95.53,87,23.7,9,65.66,41.96,115.11,0.88,3.5,0.89,1.523,20.4,101.9,13.19,56,72.6,21.9
32,2000,TLP,122 cm 100 y-1,3.28,1745,0.23,0,34.95,95.98,87,24.61,9.18,65.99,41.38,115.44,0.92,3.5,0.88,1.5978,20.5,102.2,13.28,58.4,73.5,22.2
33,2000,TLP,122 cm 100 y-1,3.33,1754,0.23,0,35.55,96.45,87,25.53,9.36,66.32,40.79,115.78,0.95,3.5,0.88,1.6766,20.6,102.4,13.37,60.8,74.4,22.5
34,2000,TLP,122 cm 100 y-1,22.56,0,0.2,0,31.16,192.89,85,26.48,9.53,73.58,47.1,118.03,50.73,0,0.84,0,41.3,99.6,18.45,32.6,125.2,29.8
35,2000,TLP,122 cm 100 y-1,-8.4,167,0.2,0,29.86,9.18,84,27.44,9.71,72.74,45.3,117.19,0.67,0.3,0.84,0.0337,2,98.7,18.51,23.5,125.8,28.9
36,2000,TLP,122 cm 100 y-1,-0.46,339,0.21,0,31.68,18.67,84,28.42,9.89,72.69,44.27,117.15,0.75,0.7,0.84,0.0835,4,98.6,18.59,22.3,126.6,28.9
37,2000,TLP,122 cm 100 y-1,3.61,514,0.22,0,32.73,28.26,84,29.42,10.07,73.05,43.63,117.51,0.8,1,0.84,0.1474,6,98.8,18.67,25.1,127.4,29.2
38,2000,TLP,122 cm 100 y-1,5.76,689,0.22,0,33.38,37.9,84,30.43,10.24,73.63,43.19,118.08,0.84,1.4,0.84,0.2267,8.1,99.3,18.75,30.1,128.2,29.8
39,2000,TLP,122 cm 100 y-1,6.96,865,0.22,0,33.84,47.55,85,31.47,10.42,74.32,42.86,118.78,0.86,1.7,0.84,0.3257,10.2,99.9,18.84,36.2,129.1,30.5
40,2000,TLP,122 cm 100 y-1,7.68,1041,0.22,0,34.19,57.24,86,32.52,10.6,75.09,42.57,119.55,0.88,2.1,0.84,0.4517,12.2,100.6,18.92,43,130,31.3
41,2000,TLP,122 cm 100 y-1,8.16,1217,0.23,0,34.5,66.94,86,33.59,10.78,75.91,42.32,120.36,0.89,2.4,0.84,0.6168,14.3,101.4,19.01,50.2,130.8,32.1
42,2000,TLP,122 cm 100 y-1,8.54,1394,0.23,0,34.77,76.67,87,34.67,10.96,76.76,42.09,121.22,0.91,2.8,0.84,0.8408,16.4,102.1,19.1,57.9,131.7,33
43,2000,TLP,122 cm 100 y-1,8.87,1572,0.23,0,35.02,86.43,87,35.78,11.13,77.65,41.87,122.11,0.92,3.1,0.84,1.1588,18.5,102.9,19.2,65.8,132.7,33.9
44,2000,TLP,122 cm 100 y-1,9.19,1749,0.23,0,35.25,96.22,88,36.9,11.31,78.57,41.67,123.02,0.93,3.5,0.84,1.6374,20.6,103.7,19.29,74.1,133.6,34.8
45,2000,TLP,122 cm 100 y-1,4.11,1753,0.23,0,35.47,96.39,88,38.04,11.49,78.98,40.94,123.43,0.94,3.5,0.84,1.6667,20.6,104.1,19.38,77.2,134.5,35.2
46,2000,TLP,122 cm 100 y-1,3.89,1763,0.24,0,36.22,96.96,89,39.2,11.67,79.37,40.17,123.82,0.98,3.5,0.84,1.768,20.7,104.3,19.48,80.1,135.5,35.6
47,2000,TLP,122 cm 100 y-1,3.74,1773,0.24,0,37.01,97.54,89,40.37,11.84,79.74,39.37,124.2,1.03,3.5,0.84,1.8786,20.9,104.6,19.58,82.9,136.6,35.9
48,2000,TLP,122 cm 100 y-1,3.7,1784,0.25,0,37.83,98.13,89,41.57,12.02,80.11,38.54,124.57,1.07,3.6,0.84,1.998,21,104.9,19.69,85.5,137.6,36.3
49,2000,TLP,122 cm 100 y-1,3.71,1795,0.25,0,38.67,98.73,89,42.78,12.2,80.48,37.7,124.94,1.12,3.6,0.84,2.125,21.1,105.1,19.8,88.1,138.7,36.7
50,2000,TLP,122 cm 100 y-1,3.75,1806,0.26,0,39.52,99.32,90,44.01,12.38,80.86,36.85,125.31,1.17,3.6,0.84,2.2591,21.2,105.4,19.92,90.6,139.9,37.1
51,2000,TLP,122 cm 100 y-1,3.8,1816,0.27,0,40.4,99.9,90,45.25,12.56,81.24,35.98,125.69,1.22,3.6,0.84,2.4,21.4,105.6,20.04,93.2,141.1,37.4
52,2000,TLP,122 cm 100 y-1,3.85,1827,0.27,0,41.28,100.48,90,46.52,12.73,81.62,35.1,126.08,1.28,3.7,0.84,2.5475,21.5,105.9,20.17,95.8,142.4,37.8
53,2000,TLP,122 cm 100 y-1,3.92,1837,0.28,0,42.18,101.04,90,47.8,12.91,82.01,34.21,126.47,1.33,3.7,0.84,2.7015,21.6,106.2,20.3,98.4,143.7,38.2
54,2000,TLP,122 cm 100 y-1,3.98,1847,0.28,0,43.09,101.6,90,49.1,13.09,82.41,33.31,126.87,1.39,3.7,0.84,2.8619,21.7,106.4,20.44,101,145.1,38.6
55,2000,TLP,122 cm 100 y-1,4.05,1857,0.29,0,44.01,102.14,91,50.42,13.27,82.82,32.4,127.27,1.45,3.7,0.84,3.0287,21.8,106.7,20.59,103.6,146.6,39
56,2000,TLP,122 cm 100 y-1,4.12,1867,0.3,0,44.94,102.68,91,51.75,13.44,83.23,31.47,127.68,1.51,3.7,0.84,3.2017,22,106.9,20.74,106.2,148.1,39.4
57,2000,TLP,122 cm 100 y-1,4.19,1876,0.3,0,45.88,103.19,91,53.11,13.62,83.65,30.54,128.1,1.58,3.8,0.84,3.3807,22.1,107.2,20.9,108.8,149.7,39.9
58,2000,TLP,122 cm 100 y-1,4.26,1885,0.31,0,46.83,103.7,91,54.48,13.8,84.07,29.59,128.53,1.64,3.8,0.84,3.5655,22.2,107.5,21.06,111.4,151.3,40.3
59,2000,TLP,122 cm 100 y-1,20.71,0,0.28,0,42.79,207.4,89,55.87,13.98,91.14,35.28,130.6,51.37,0,0.8,0,44.4,104.4,26.2,80.7,202.7,47.3
60,2000,TLP,122 cm 100 y-1,-8.47,184,0.28,0,42.13,10.1,88,57.27,14.16,90.3,33.02,129.75,1.33,0.4,0.8,0.074,2.2,103.4,26.33,70.9,204,46.5
61,2000,TLP,122 cm 100 y-1,0.21,372,0.29,0,44.4,20.47,88,58.7,14.33,90.32,31.62,129.77,1.48,0.7,0.8,0.1818,4.4,103.3,26.48,69.7,205.5,46.5
62,2000,TLP,122 cm 100 y-1,4.68,563,0.3,0,45.82,30.95,88,60.14,14.51,90.79,30.65,130.24,1.57,1.1,0.8,0.3224,6.6,103.6,26.64,72.8,207.1,47
63,2000,TLP,122 cm 100 y-1,7.07,754,0.31,0,46.81,41.48,89,61.6,14.69,91.49,29.89,130.95,1.64,1.5,0.8,0.5021,8.9,104.1,26.8,78.2,208.7,47.7
64,2000,TLP,122 cm 100 y-1,8.42,946,0.31,0,47.58,52.04,89,63.08,14.87,92.33,29.26,131.79,1.7,1.9,0.8,0.7342,11.1,104.8,26.97,84.9,210.4,48.5
65,2000,TLP,122 cm 100 y-1,9.25,1139,0.32,0,48.24,62.65,90,64.57,15.04,93.26,28.69,132.72,1.74,2.3,0.8,1.0406,13.4,105.6,27.15,92.4,212.2,49.5
66,2000,TLP,122 cm 100 y-1,9.84,1333,0.32,0,48.83,73.29,90,66.09,15.22,94.24,28.16,133.7,1.79,2.7,0.8,1.4579,15.7,106.4,27.32,100.5,213.9,50.4
67,2000,TLP,122 cm 100 y-1,10.32,1527,0.32,0,49.37,83.97,91,67.62,15.4,95.28,27.66,134.73,1.83,3.1,0.8,2.048,18,107.2,27.51,109,215.8,51.5
68,2000,TLP,122 cm 100 y-1,10.76,1721,0.33,0,49.89,94.68,92,69.17,15.58,96.35,27.19,135.81,1.87,3.4,0.8,2.9216,20.3,108.1,27.69,117.9,217.6,52.6
69,2000,TLP,122 cm 100 y-1,11.24,1917,0.33,0,50.38,105.42,93,70.73,15.76,97.48,26.74,136.93,1.9,3.8,0.8,4.2814,22.5,109,27.88,127.2,219.5,53.7
70,2000,TLP,122 cm 100 y-1,5.57,1920,0.33,0,50.84,105.62,93,72.32,15.93,98.03,25.72,137.49,1.94,3.8,0.8,4.3767,22.6,109.4,28.08,130.8,221.5,54.2
71,2000,TLP,122 cm 100 y-1,5.21,1928,0.34,0,51.89,106.06,93,73.92,16.11,98.55,24.63,138.01,2.02,3.9,0.8,4.5945,22.7,109.7,28.28,134,223.5,54.8
72,2000,TLP,122 cm 100 y-1,5.03,1936,0.35,0,52.99,106.5,94,75.54,16.29,99.06,23.52,138.51,2.1,3.9,0.79,4.8252,22.8,110,28.49,137,225.6,55.3
73,2000,TLP,122 cm 100 y-1,4.99,1944,0.36,0,54.12,106.93,94,77.18,16.47,99.56,22.38,139.01,2.2,3.9,0.79,5.0646,22.9,110.3,28.71,139.8,227.8,55.8
74,2000,TLP,122 cm 100 y-1,4.96,1952,0.36,0,55.28,107.33,94,78.83,16.64,100.05,21.22,139.51,2.25,3.9,0.79,5.2348,23,110.6,28.93,142.5,230,56.2
75,2000,TLP,122 cm 100 y-1,4.96,1959,0.37,0,56.45,107.72,94,80.51,16.82,100.55,20.04,140,2.3,3.9,0.79,5.3924,23,110.8,29.16,145.1,232.3,56.8
76,2000,TLP,122 cm 100 y-1,4.98,1965,0.38,0,57.65,108.08,94,82.2,17,101.05,18.85,140.5,2.35,3.9,0.79,5.5485,23.1,111.1,29.4,147.8,234.7,57.2
77,2000,TLP,122 cm 100 y-1,5.01,1971,0.39,0,58.86,108.41,95,83.91,17.18,101.55,17.64,141,2.39,3.9,0.79,5.7022,23.2,111.4,29.64,150.4,237.1,57.8
78,2000,TLP,122 cm 100 y-1,5.04,1977,0.4,0,60.09,108.72,95,85.63,17.36,102.05,16.42,141.51,2.44,4,0.79,5.8529,23.3,111.6,29.88,153,239.5,58.2
79,2000,TLP,122 cm 100 y-1,5.07,1982,0.4,0,61.33,108.99,95,87.38,17.53,102.56,15.18,142.01,2.5,4,0.79,5.9997,23.3,111.9,30.13,155.5,242,58.8
80,2000,TLP,122 cm 100 y-1,5.11,1986,0.41,0,62.58,109.24,95,89.14,17.71,103.07,13.93,142.52,2.55,4,0.79,6.1421,23.4,112.1,30.39,158.1,244.6,59.3
81,2000,TLP,122 cm 100 y-1,5.14,1990,0.42,0,63.85,109.45,96,90.92,17.89,103.58,12.66,143.04,2.6,4,0.79,6.2795,23.4,112.4,30.65,160.7,247.2,59.8
82,2000,TLP,122 cm 100 y-1,5.17,1993,0.43,0,65.14,109.63,96,92.72,18.07,104.1,11.38,143.56,2.65,4,0.78,6.4112,23.5,112.6,30.91,163.2,249.8,60.3
83,2000,TLP,122 cm 100 y-1,5.21,1996,0.44,0,66.43,109.78,96,94.53,18.24,104.62,10.09,144.08,2.7,4,0.78,6.5366,23.5,112.9,31.18,165.7,252.5,60.8
84,2000,TLP,122 cm 100 y-1,19.43,0,0.41,0,62.75,219.55,93,96.37,18.42,111.56,15.2,146.02,52.55,0,0.75,0,47,109.6,36.44,132.6,305.1,67.8
85,2000,TLP,122 cm 100 y-1,-8.02,199,0.41,0,62.65,10.92,92,98.22,18.6,110.76,12.54,145.22,2.55,0.4,0.75,0.1531,2.3,108.5,36.69,122,307.6,67
86,2000,TLP,122 cm 100 y-1,1.2,399,0.43,0,65.33,21.93,92,100.09,18.78,110.88,10.79,145.34,2.66,0.8,0.75,0.3513,4.7,108.4,36.96,120.5,310.3,67.1
87,2000,TLP,122 cm 100 y-1,5.95,599,0.44,0,67.09,32.95,92,101.97,18.96,111.48,9.5,145.93,2.73,1.2,0.74,0.5999,7,108.7,37.23,123.8,313,67.7
88,2000,TLP,122 cm 100 y-1,8.47,799,0.45,0,68.4,43.97,93,103.88,19.13,112.32,8.45,146.78,2.78,1.6,0.74,0.9131,9.4,109.3,37.51,129.4,315.8,68.5
89,2000,TLP,122 cm 100 y-1,9.88,1000,0.46,0,69.48,54.99,93,105.8,19.31,113.31,7.51,147.77,2.83,2,0.74,1.3144,11.8,110,37.79,136.5,318.6,69.5
90,2000,TLP,122 cm 100 y-1,10.75,1200,0.46,0,70.43,66,94,107.74,19.49,114.39,6.65,148.84,2.87,2.4,0.74,1.8409,14.1,110.8,38.08,144.4,321.5,70.6
91,2000,TLP,122 cm 100 y-1,11.35,1400,0.47,0,71.31,76.99,95,109.7,19.67,115.52,5.82,149.98,2.9,2.8,0.74,2.5513,16.5,111.6,38.37,152.8,324.4,71.7
92,2000,TLP,122 cm 100 y-1,11.79,1598,0.47,0,72.15,87.87,96,111.67,19.84,116.7,5.03,151.16,2.94,3.2,0.74,3.5312,18.8,112.5,38.66,161.7,327.3,72.9
93,2000,TLP,122 cm 100 y-1,12.16,1792,0.48,0,72.97,98.57,96,113.67,20.02,117.92,4.25,152.37,2.97,3.6,0.74,4.9145,21.1,113.4,38.96,170.9,330.3,74.1
94,2000,TLP,122 cm 100 y-1,12.53,1983,0.49,0,73.76,109.07,97,115.68,20.2,119.17,3.49,153.62,3,4,0.74,6.8939,23.3,114.4,39.26,180.4,333.3,75.4
95,2000,TLP,122 cm 100 y-1,6.37,1972,0.49,0,74.54,108.47,97,117.71,20.38,119.81,2.1,154.26,3.03,3.9,0.74,6.8149,23.2,114.7,39.56,183.7,336.3,76
96,2000,TLP,122 cm 100 y-1,5.2,1946,0.5,0,75.95,107.01,98,119.75,20.56,120.33,0.57,154.78,3.09,3.9,0.74,6.5961,22.9,114.9,39.87,185.8,339.4,76.5
97,2000,TLP,122 cm 100 y-1,4.41,1906,0.51,0,77.49,104.85,98,121.82,20.73,120.77,-1.05,155.22,3.15,3.8,0.74,6.2582,22.4,115,40.19,187.1,342.6,77
98,2000,TLP,122 cm 100 y-1,3.73,1853,0.52,0,79.13,101.92,98,123.9,20.91,121.14,-2.76,155.6,3.22,3.7,0.74,5.8097,21.8,115.1,40.51,187.6,345.8,77.3
99,2000,TLP,122 cm 100 y-1,3.07,1784,0.53,0,80.86,98.12,98,126,21.09,121.45,-4.55,155.9,3.29,3.6,0.74,5.2684,21,115.1,40.84,187.4,349.1,77.6
100,2000,TLP,122 cm 100 y-1,2.38,1697,0.54,0,82.67,93.35,98,128.12,21.27,121.69,-6.43,156.14,3.36,3.4,0.74,4.6592,20,115,41.17,186.4,352.4,77.9
1,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,4.69,NA,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,5.04,NA,5.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,5.39,NA,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,5.75,NA,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,6.12,NA,6.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,6.49,NA,6.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,6.87,NA,6.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,7.25,NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,7.64,NA,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,8.03,NA,8.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,8.43,NA,8.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,8.83,NA,8.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,9.24,NA,9.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,9.65,NA,9.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,10.07,NA,10.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,10.49,NA,10.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,10.92,NA,10.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,11.36,NA,11.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,11.8,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,12.24,NA,12.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,12.69,NA,12.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,13.15,NA,13.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,13.61,NA,13.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,14.08,NA,14.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,14.55,NA,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,15.02,NA,15.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,15.51,NA,15.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,15.99,NA,15.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,16.48,NA,16.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,16.98,NA,16.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,17.49,NA,17.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,17.99,NA,17.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,18.51,NA,18.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,19.03,NA,19.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,19.55,NA,19.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,20.08,NA,20.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Mean Sea Level,None,60 cm 100 y-1,NA,NA,NA,NA,NA,NA,NA,20.61,NA,20.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
